Transaction,Entry,Exit,Revenue,Gross Revenue,Rate,Type
120129,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120130,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120131,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120132,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120133,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120134,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120135,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120136,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120137,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120138,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120139,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120140,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120141,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120142,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120143,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120144,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120145,2019-06-14T08:00:00,2019-06-14T20:00:00,18,20,Weekday,Reserved
120146,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120147,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120148,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120149,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120150,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120151,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120152,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120153,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120154,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120155,2019-06-14T08:00:00,2019-06-17T08:00:00,60,66,Daily,Reserved
120156,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120157,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120158,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120159,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120160,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120161,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120162,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120163,2019-06-14T08:00:00,2019-06-14T20:00:00,18,20,Weekday,Reserved
120164,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120165,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120166,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120167,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120168,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120169,2019-06-14T08:00:00,2019-06-16T08:00:00,40,44,Daily,Reserved
120170,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120171,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120172,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120173,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120174,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120175,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120176,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120177,2019-06-14T08:00:00,2019-06-14T20:00:00,18,20,Weekday,Reserved
120178,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120179,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120180,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120181,2019-06-14T08:00:00,2019-06-14T23:00:00,26,28,Event,Reserved
120182,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120183,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120184,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120185,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120186,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120187,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120188,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120189,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120190,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120191,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120192,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120193,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120194,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120195,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120196,2019-06-14T08:00:00,2019-06-14T20:00:00,13,15,Event,Reserved
120197,2019-06-14T08:00:00,2019-06-15T08:00:00,20,22,Daily,Reserved
120198,2019-06-14T08:11:00,2019-06-14T12:40:01,21,38,Underground Rate,Walk In
120199,2019-06-14T08:12:00,2019-06-14T10:45:12,0,38,Daily,Walk In
120200,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120201,2019-06-14T08:30:00,2019-06-14T11:30:00,10,10.5,Weekday,Reserved
120202,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120203,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120204,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120205,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120206,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120207,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120208,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120209,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120210,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120211,2019-06-14T08:30:00,2019-06-14T11:30:00,10,12,Weekday,Reserved
120212,2019-06-14T08:30:00,2019-06-14T09:30:00,12,14,Weekday,Reserved
120213,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120214,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120215,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120216,2019-06-14T08:30:00,2019-06-14T20:30:00,18,20,Weekday,Reserved
120217,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120218,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120219,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120220,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120221,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120222,2019-06-14T08:30:00,2019-06-15T08:30:00,20,22,Daily,Reserved
120223,2019-06-14T08:32:00,2019-06-14T20:58:41,21,38,Underground Rate,Walk In
120224,2019-06-14T08:41:00,2019-06-14T11:16:46,0,38,Daily,Walk In
120225,2019-06-14T08:43:00,2019-06-14T10:14:31,0,22,Daily,Walk In
120226,2019-06-14T08:48:00,2019-06-14T10:11:51,22,22,Daily,Walk In
120227,2019-06-14T08:48:00,2019-06-14T10:53:16,0,38,Daily,Walk In
120228,2019-06-14T08:51:00,2019-06-14T18:35:51,21,38,Underground Rate,Walk In
120229,2019-06-14T08:52:00,2019-06-14T18:41:56,21,38,Underground Rate,Walk In
120230,2019-06-14T08:56:00,2019-06-14T14:17:51,38,38,Daily,Walk In
120231,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120232,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120233,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120234,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120235,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120236,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120237,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120238,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120239,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120240,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120241,2019-06-14T09:00:00,2019-06-16T09:00:00,40,44,Daily,Reserved
120242,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120243,2019-06-14T09:00:00,2019-06-14T20:00:00,18,18,Weekday,Reserved
120244,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120245,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120246,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120247,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120248,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120249,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120250,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120251,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120252,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120253,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120254,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120255,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120256,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120257,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120258,2019-06-14T09:00:00,2019-06-18T09:00:00,80,88,Daily,Reserved
120259,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120260,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120261,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120262,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120263,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120264,2019-06-14T09:00:00,2019-06-15T09:00:00,20,22,Daily,Reserved
120265,2019-06-14T09:08:00,2019-06-14T18:32:26,21,38,Underground Rate,Walk In
120266,2019-06-14T09:20:00,2019-06-14T10:35:02,22,22,Daily,Walk In
120267,2019-06-14T09:30:00,2019-06-14T10:30:00,10,12,Weekday,Reserved
120268,2019-06-14T09:30:00,2019-06-14T12:30:00,10,12,Weekday,Reserved
120269,2019-06-14T09:30:00,2019-06-15T09:30:00,20,22,Daily,Reserved
120270,2019-06-14T09:30:00,2019-06-15T09:30:00,20,22,Daily,Reserved
120271,2019-06-14T09:30:00,2019-06-15T09:30:00,20,22,Daily,Reserved
120272,2019-06-14T09:30:00,2019-06-15T09:30:00,20,22,Daily,Reserved
120273,2019-06-14T09:30:00,2019-06-15T09:30:00,20,22,Daily,Reserved
120274,2019-06-14T09:30:00,2019-06-14T21:00:00,20,22,Daily,Reserved
120275,2019-06-14T09:30:00,2019-06-15T09:30:00,20,22,Daily,Reserved
120276,2019-06-14T09:30:00,2019-06-14T12:30:00,10,12,Weekday,Reserved
120277,2019-06-14T09:30:00,2019-06-14T12:30:00,10,10,Weekday,Reserved
120278,2019-06-14T09:36:00,2019-06-14T17:19:31,21,38,Underground Rate,Walk In
120279,2019-06-14T09:51:00,2019-06-14T11:40:12,22,22,Daily,Walk In
120280,2019-06-14T10:00:00,2019-06-14T22:00:00,18,20,Weekday,Reserved
120281,2019-06-14T10:00:00,2019-06-14T13:00:00,10,10,Weekday,Reserved
120282,2019-06-14T10:00:00,2019-06-14T18:00:00,19,21,Weekday,Reserved
120283,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120284,2019-06-14T10:00:00,2019-06-15T09:45:00,20,20,Multi-Day,Reserved
120285,2019-06-14T10:00:00,2019-06-14T18:00:00,13,15,Weekday,Reserved
120286,2019-06-14T10:00:00,2019-06-14T18:00:00,19,21,Weekday,Reserved
120287,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120288,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120289,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120290,2019-06-14T10:00:00,2019-06-14T18:00:00,13,15,Weekday,Reserved
120291,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120292,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120293,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120294,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120295,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120296,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120297,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120298,2019-06-14T10:00:00,2019-06-14T13:00:00,10,12,Weekday,Reserved
120299,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120300,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120301,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120302,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120303,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120304,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120305,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120306,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120307,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120308,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120309,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120310,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120311,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120312,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120313,2019-06-14T10:00:00,2019-06-14T22:00:00,18,20,Weekday,Reserved
120314,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120315,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120316,2019-06-14T10:00:00,2019-06-17T10:00:00,60,66,Daily,Reserved
120317,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120318,2019-06-14T10:00:00,2019-06-14T22:00:00,18,20,Weekday,Reserved
120319,2019-06-14T10:00:00,2019-06-14T22:00:00,18,20,Weekday,Reserved
120320,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120321,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120322,2019-06-14T10:00:00,2019-06-14T18:00:00,18,20,Weekday,Reserved
120323,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120324,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120325,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120326,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120327,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120328,2019-06-14T10:00:00,2019-06-14T22:00:00,18,20,Weekday,Reserved
120329,2019-06-14T10:00:00,2019-06-14T20:00:00,18,18,Weekday,Reserved
120330,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120331,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120332,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120333,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120334,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120335,2019-06-14T10:00:00,2019-06-14T22:00:00,18,20,Weekday,Reserved
120336,2019-06-14T10:00:00,2019-06-14T18:00:00,13,15,Weekday,Reserved
120337,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120338,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120339,2019-06-14T10:00:00,2019-06-14T18:00:00,13,15,Weekday,Reserved
120340,2019-06-14T10:00:00,2019-06-14T22:00:00,18,20,Weekday,Reserved
120341,2019-06-14T10:00:00,2019-06-15T00:00:00,25,27,Weekday,Reserved
120342,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120343,2019-06-14T10:00:00,2019-06-14T18:00:00,13,15,Weekday,Reserved
120344,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120345,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120346,2019-06-14T10:00:00,2019-06-15T10:00:00,20,22,Daily,Reserved
120347,2019-06-14T10:30:00,2019-06-14T13:30:00,10,12,Weekday,Reserved
120348,2019-06-14T10:30:00,2019-06-14T18:30:00,13,15,Weekday,Reserved
120349,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120350,2019-06-14T10:30:00,2019-06-14T18:30:00,13,15,Weekday,Reserved
120351,2019-06-14T10:30:00,2019-06-14T18:30:00,19,21,Weekday,Reserved
120352,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120353,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120354,2019-06-14T10:30:00,2019-06-14T18:30:00,13,15,Weekday,Reserved
120355,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120356,2019-06-14T10:30:00,2019-06-14T18:30:00,13,15,Weekday,Reserved
120357,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120358,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120359,2019-06-14T10:30:00,2019-06-14T18:30:00,13,15,Weekday,Reserved
120360,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120361,2019-06-14T10:30:00,2019-06-14T18:30:00,13,15,Weekday,Reserved
120362,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120363,2019-06-14T10:30:00,2019-06-14T18:30:00,13,15,Weekday,Reserved
120364,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120365,2019-06-14T10:30:00,2019-06-14T18:30:00,13,15,Weekday,Reserved
120366,2019-06-14T10:30:00,2019-06-14T18:30:00,19,21,Weekday,Reserved
120367,2019-06-14T10:30:00,2019-06-14T18:30:00,16,18,Weekday,Reserved
120368,2019-06-14T10:30:00,2019-06-14T18:30:00,16,18,Weekday,Reserved
120369,2019-06-14T10:30:00,2019-06-15T10:30:00,20,22,Daily,Reserved
120370,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120371,2019-06-14T11:00:00,2019-06-15T00:00:00,25,27,Weekday,Reserved
120372,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120373,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120374,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120375,2019-06-14T11:00:00,2019-06-15T00:00:00,25,27,Weekday,Reserved
120376,2019-06-14T11:00:00,2019-06-15T11:00:00,20,22,Daily,Reserved
120377,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120378,2019-06-14T11:00:00,2019-06-14T14:00:00,10,12,Weekday,Reserved
120379,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120380,2019-06-14T11:00:00,2019-06-14T14:00:00,10,12,Weekday,Reserved
120381,2019-06-14T11:00:00,2019-06-14T19:00:00,19,21,Weekday,Reserved
120382,2019-06-14T11:00:00,2019-06-16T11:00:00,40,44,Daily,Reserved
120383,2019-06-14T11:00:00,2019-06-14T19:00:00,13,13,Weekday,Reserved
120384,2019-06-14T11:00:00,2019-06-16T11:00:00,40,44,Daily,Reserved
120385,2019-06-14T11:00:00,2019-06-15T11:00:00,20,22,Daily,Reserved
120386,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120387,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120388,2019-06-14T11:00:00,2019-06-14T12:00:00,10,12,Weekday,Reserved
120389,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120390,2019-06-14T11:00:00,2019-06-15T11:00:00,20,22,Daily,Reserved
120391,2019-06-14T11:00:00,2019-06-14T19:00:00,16,18,Weekday,Reserved
120392,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120393,2019-06-14T11:00:00,2019-06-14T19:00:00,13,15,Weekday,Reserved
120394,2019-06-14T11:14:00,2019-06-14T12:49:22,0,22,Daily,Walk In
120395,2019-06-14T11:15:00,2019-06-14T12:07:42,0,12,Daily,Walk In
120396,2019-06-14T11:30:00,2019-06-15T11:30:00,20,22,Daily,Reserved
120397,2019-06-14T11:30:00,2019-06-14T14:30:00,10,12,Weekday,Reserved
120398,2019-06-14T11:30:00,2019-06-14T14:30:00,10,12,Weekday,Reserved
120399,2019-06-14T11:30:00,2019-06-15T11:30:00,20,22,Daily,Reserved
120400,2019-06-14T11:30:00,2019-06-14T19:30:00,13,15,Weekday,Reserved
120401,2019-06-14T11:30:00,2019-06-14T19:30:00,13,15,Weekday,Reserved
120402,2019-06-14T11:30:00,2019-06-14T19:30:00,16,18,Weekday,Reserved
120403,2019-06-14T11:30:00,2019-06-14T19:30:00,13,15,Weekday,Reserved
120404,2019-06-14T11:30:00,2019-06-14T19:30:00,16,18,Weekday,Reserved
120405,2019-06-14T11:30:00,2019-06-14T19:30:00,16,18,Weekday,Reserved
120406,2019-06-14T11:30:00,2019-06-14T19:30:00,16,18,Weekday,Reserved
120407,2019-06-14T11:30:00,2019-06-14T14:30:00,10,12,Weekday,Reserved
120408,2019-06-14T11:39:00,2019-06-14T14:38:26,38,38,Daily,Walk In
120409,2019-06-14T11:45:00,2019-06-14T12:07:56,12,12,Daily,Walk In
120410,2019-06-14T12:00:00,2019-06-14T20:00:00,13,15,Weekday,Reserved
120411,2019-06-14T12:00:00,2019-06-14T20:00:00,13,15,Weekday,Reserved
120412,2019-06-14T12:00:00,2019-06-14T15:00:00,10,12,Weekday,Reserved
120413,2019-06-14T12:00:00,2019-06-14T20:00:00,19,21,Weekday,Reserved
120414,2019-06-14T12:00:00,2019-06-14T15:00:00,10,12,Weekday,Reserved
120415,2019-06-14T12:00:00,2019-06-16T12:00:00,38,38,Multi-Day,Reserved
120416,2019-06-14T12:00:00,2019-06-14T20:00:00,14,16,Weekday,Reserved
120417,2019-06-14T12:00:00,2019-06-15T11:00:00,20,22,Daily,Reserved
120418,2019-06-14T12:00:00,2019-06-17T12:00:00,60,66,Daily,Reserved
120419,2019-06-14T12:00:00,2019-06-15T12:00:00,20,22,Daily,Reserved
120420,2019-06-14T12:00:00,2019-06-14T15:00:00,10,12,Weekday,Reserved
120421,2019-06-14T12:00:00,2019-06-14T15:00:00,10,12,Weekday,Reserved
120422,2019-06-14T12:01:00,2019-06-14T13:37:11,22,22,Daily,Walk In
120423,2019-06-14T12:06:00,2019-06-14T13:29:21,0,22,Daily,Walk In
120424,2019-06-14T12:15:00,2019-06-14T15:30:00,13,13,Weekday,Reserved
120425,2019-06-14T12:30:00,2019-06-14T15:30:00,10,12,Weekday,Reserved
120426,2019-06-14T12:30:00,2019-06-14T20:30:00,16,18,Weekday,Reserved
120427,2019-06-14T12:30:00,2019-06-14T20:30:00,13,15,Weekday,Reserved
120428,2019-06-14T12:30:00,2019-06-14T20:30:00,13,15,Weekday,Reserved
120429,2019-06-14T12:30:00,2019-06-14T20:30:00,19,21,Weekday,Reserved
120430,2019-06-14T12:30:00,2019-06-14T15:30:00,10,12,Weekday,Reserved
120431,2019-06-14T12:50:00,2019-06-14T13:29:16,0,12,Daily,Walk In
120432,2019-06-14T13:00:00,2019-06-14T21:00:00,19,21,Weekday,Reserved
120433,2019-06-14T13:00:00,2019-06-17T13:00:00,60,66,Daily,Reserved
120434,2019-06-14T13:00:00,2019-06-14T21:00:00,13,15,Weekday,Reserved
120435,2019-06-14T13:00:00,2019-06-14T21:00:00,13,15,Weekday,Reserved
120436,2019-06-14T13:00:00,2019-06-15T13:00:00,20,20,Multi-Day,Reserved
120437,2019-06-14T13:00:00,2019-06-14T16:00:00,10,12,Weekday,Reserved
120438,2019-06-14T13:00:00,2019-06-14T21:00:00,13,15,Weekday,Reserved
120439,2019-06-14T13:00:00,2019-06-14T21:00:00,16,18,Weekday,Reserved
120440,2019-06-14T13:06:00,2019-06-14T13:56:22,0,12,Daily,Walk In
120441,2019-06-14T13:16:00,2019-06-14T13:59:41,0,12,Daily,Walk In
120442,2019-06-14T13:16:00,2019-06-14T14:04:52,0,12,Daily,Walk In
120443,2019-06-14T13:30:00,2019-06-14T21:30:00,13,15,Weekday,Reserved
120444,2019-06-14T13:30:00,2019-06-14T21:30:00,16,18,Weekday,Reserved
120445,2019-06-14T13:30:00,2019-06-16T13:30:00,38,38,Multi-Day,Reserved
120446,2019-06-14T14:00:00,2019-06-14T22:00:00,16,18,Weekday,Reserved
120447,2019-06-14T14:00:00,2019-06-16T11:00:00,38,38,Multi-Day,Reserved
120448,2019-06-14T14:00:00,2019-06-14T17:00:00,10,12,Weekday,Reserved
120449,2019-06-14T14:00:00,2019-06-17T14:00:00,60,66,Daily,Reserved
120450,2019-06-14T14:00:00,2019-06-14T22:00:00,19,21,Weekday,Reserved
120451,2019-06-14T14:00:00,2019-06-14T22:00:00,16,18,Weekday,Reserved
120452,2019-06-14T14:00:00,2019-06-14T22:00:00,16,18,Weekday,Reserved
120453,2019-06-14T14:30:00,2019-06-14T22:30:00,13,15,Weekday,Reserved
120454,2019-06-14T14:30:00,2019-06-14T17:30:00,10,12,Weekday,Reserved
120455,2019-06-14T14:30:00,2019-06-14T22:30:00,13,15,Weekday,Reserved
120456,2019-06-14T14:30:00,2019-06-14T22:30:00,13,15,Weekday,Reserved
120457,2019-06-14T14:30:00,2019-06-14T22:30:00,13,15,Weekday,Reserved
